,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,day,morning_menu,lunch_menu,dinner_menu,중식계,석식계
47,-0.9627464614763064,-0.5683291351148699,-0.3709760703175881,-0.14267236333036398,-0.39590064641692174,1,"['모닝롤', '씨크립샌드', '우유', '두유', '주스', '계란후라이', '쇠고기죽', '쌀밥', '얼갈이된장국', '감자채볶음', '포기김치']","['쌀밥', '잡곡밥', '부대찌개', '쇠고기단호박조림', '열무나물', '시금치나물', '포기김치']","['치킨마요덮밥', '유부주머니국', '떡볶이', '단무지무침', '오렌지', '포기김치']",771.0,500.0
48,-0.9627464614763064,-0.36018476461659676,0.2495105864674581,0.21078867291452494,-0.39590064641692174,3,"['모닝롤', '에그샌드', '우유', '두유', '주스', '계란후라이', '브로컬리죽', '쌀밥', '황태국', '콩나물무침', '포기김치']","['쌀밥', '잡곡밥', '수제비국', '돈육굴소스볶음', '양배추쌈', '무생채', '포기김치']","['비빔밥', '팽이버섯장국', '새우또띠아', '견과류조림', '피크닉', '포기김치']",969.0,562.0
49,-0.9627464614763064,-0.1867311225347025,0.9159592178291744,-0.7805273367837842,-0.39590064641692174,4,"['모닝롤', '크로와상', '우유', '두유', '주스', '계란후라이', '새우살죽', '쌀밥', '재첩국', '시금치나물', '포기김치']","['쌀밥', '잡곡밥', '냉이된장찌개', '닭데리야끼조림', '도라지초무침', '콩나물무침', '포기김치']","['쌀밥', '잡곡밥', '들깨미역국', '수제돈가스', '감자범벅', '참나물생채', '포기김치', '무피클']",579.0,582.0
50,-0.9627464614763064,-0.533638406698491,-0.3709760703175881,0.2270397550407267,-0.39590064641692174,0,"['모닝롤', '꿀호떡', '우유', '주스', '계란후라이', '흑임자죽', '쌀밥', '감자국', '오이무침', '포기김치']","['쌀밥', '잡곡밥', '배추된장국', '돈육강정', '콩나물잡채', '브로컬리두부무침', '포기김치']","['쌀밥', '잡곡밥', '꽃게탕', '유산슬', '야채계란찜', '두반장가지나물', '포기김치']",1120.0,525.0
51,-0.9627464614763064,-0.7903497969796945,-0.04924224828089748,0.4586176753391022,-0.39590064641692174,1,"['모닝롤', '토마토샌드', '우유', '주스', '계란후라이', '표고버섯죽', '쌀밥', '콩나물국', '곤약어묵볶음', '포기김치']","['쌀밥', '잡곡밥', '육개장', '꽁치한마리구이', '고기전', '해초무침', '포기김치']","['낙지비빔밥', '유부장국', '새싹피자', '과일샐러드', '꼬들단무지', '포기김치']",980.0,449.0
52,-0.9627464614763064,-0.7695353599298673,0.4793204593508086,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '베이글', '우유', '주스', '계란후라이', '홍게살죽', '쌀밥', '김치국', '느타리볶음', '포기김치']","['콩나물밥', '근대된장국', '매콤떡갈비조림', '청포묵무침', '부추생채', '포기김치']","['쌀밥', '잡곡밥', '어묵국', '닭볶음탕', '새송이버섯전', '시금치나물', '포기김치']",849.0,504.0
53,-0.9627464614763064,-0.6377105919476276,0.5252824339274786,0.15390988547281867,-0.39590064641692174,3,"['모닝롤', '고구마샌드', '우유', '주스', '계란후라이', '늙은호박죽', '쌀밥', '선지해장국', '비름나물', '포기김치']","['쌀밥', '잡곡밥', '대구매운탕', '쇠고기볶음', '옥수수전', '청경채생채', '포기김치']","['오므라이스', '팽이버섯국', '해물까스*탈탈소스', '쫄면무침', '바나나', '피클', '포기김치']",940.0,531.0
54,-0.9627464614763064,-0.054906354552462865,0.7780732940991641,-0.7642762546575824,-0.39590064641692174,4,"['모닝롤', '카스텔라', '우유', '주스', '계란후라이', '고구마죽', '쌀밥', '아욱국', '숙주나물', '포기김치']","['쌀밥', '잡곡밥', '북어국', '등갈비김치찜', '연근조림', '깻잎양념지', '열무김치']","['쌀밥', '잡곡밥', '순두부찌개', '탕수어', '꽃맛살볶음', '취나물땅콩무침', '포기김치']",698.0,557.0
55,-0.9627464614763064,-0.4295662214493545,-0.9225197652376292,0.0279639989947548,-0.39590064641692174,0,"['모닝롤', '프렌치토스트', '우유', '주스', '계란후라이', '땅콩죽', '쌀밥', '차돌박이찌개', '김구이', '포기김치']","['쌀밥', '잡곡밥', '콩나물국', '돈간장불고기', '김치전', '버섯볶음', '포기김치']","['쌀밥', '잡곡밥', '알탕', '순살깐풍기', '모둠묵*양념장', '세발나물', '포기김치']",1227.0,528.0
56,-0.9627464614763064,-0.7417827771967642,-0.325014095740918,0.12140772122041509,-0.39590064641692174,1,"['모닝롤', '베이컨샌드', '우유', '주스', '계란후라이', '녹두죽', '쌀밥', '연두부탕', '열무나물', '포기김치']","['쌀밥', '잡곡밥', '쇠고기무국', '주꾸미볶음', '치즈계란말이', '풋마늘대무침', '포기김치']","['짜장덮밥', '맑은국', '쇠고기퀘사디아', '오이무침', '요플레', '단무지', '포기김치']",795.0,568.0
57,-0.9627464614763064,-0.6030198635312488,-0.1641471847225727,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '와플', '우유', '주스', '계란후라이', '닭죽', '쌀밥', '매운어묵국', '감자채볶음', '포기김치']","['나물비빔밥', '미소장국', '궁중떡찜', '알감자버터구이', '유기농식혜', '배추겉절이']","['쌀밥', '잡곡밥', '청국장찌개', '코다리무조림', '비엔나케찹볶음', '참나물', '포기김치']",1028.0,490.0
